Country_Name,Year,Index,Arrivals,Receipts,Expenditures,Population,Balance,Arrivals_zscore,Receipts_zscore,Expenditures_zscore,Population_zscore,Balance_zscore
Norway,2020,Norway-2020,1397000,2196000000,4230000000,5379475,-2034000000,-0.3395,-0.2417,-0.097,-0.2682,-0.3912
Oman,2015,Oman-2015,2634000,2247000000,2208000000,4184895,39000000,-0.2888,-0.2392,-0.2246,-0.2782,-0.1497
Oman,2016,Oman-2016,3207000,2324000000,2643000000,4390877,-319000000,-0.2654,-0.2354,-0.1972,-0.2764,-0.1914
Oman,2017,Oman-2017,3178000,2629000000,2915000000,4537396,-286000000,-0.2666,-0.2203,-0.18,-0.2752,-0.1876
Oman,2018,Oman-2018,3242000,2874000000,3210000000,4597877,-336000000,-0.2639,-0.2082,-0.1614,-0.2747,-0.1934
Oman,2019,Oman-2019,3506000,3077000000,3406000000,4591241,-329000000,-0.2531,-0.1982,-0.149,-0.2748,-0.1926
Oman,2020,Oman-2020,869000,669000000,1236000000,4522497,-567000000,-0.3611,-0.3171,-0.286,-0.2753,-0.2203
Pakistan,2015,Pakistan-2015,0,915000000,2642000000,217290883,-1727000000,-0.3967,-0.3049,-0.1972,1.5042,-0.3554
Pakistan,2016,Pakistan-2016,0,790000000,2931000000,220138869,-2141000000,-0.3967,-0.3111,-0.179,1.528,-0.4036
Pakistan,2017,Pakistan-2017,0,865000000,3316000000,223273967,-2451000000,-0.3967,-0.3074,-0.1547,1.5543,-0.4397
Pakistan,2018,Pakistan-2018,0,845000000,2959000000,226928892,-2114000000,-0.3967,-0.3084,-0.1772,1.5848,-0.4005
Pakistan,2019,Pakistan-2019,0,992000000,2998000000,230800899,-2006000000,-0.3967,-0.3011,-0.1747,1.6172,-0.3879
Pakistan,2020,Pakistan-2020,0,765000000,1245000000,235001746,-480000000,-0.3967,-0.3124,-0.2854,1.6523,-0.2102
Palau,2015,Palau-2015,162000,156000000,21899999.62,17770,134100000.38,-0.3901,-0.3424,-0.3626,-0.313,-0.1386
Palau,2016,Palau-2016,138000,148000000,23799999.24,17797,124200000.76,-0.3911,-0.3428,-0.3625,-0.313,-0.1398
Palau,2017,Palau-2017,123000,123000000,23299999.24,17812,99700000.76,-0.3917,-0.3441,-0.3625,-0.313,-0.1426
Panama,2015,Panama-2015,2553000,5754000000,1272000000,3960035,4482000000,-0.2922,-0.066,-0.2837,-0.28,0.3678
Panama,2016,Panama-2016,2379000,6283000000,1351000000,4029086,4932000000,-0.2993,-0.0399,-0.2787,-0.2795,0.4202
Panama,2017,Panama-2017,2517000,6827000000,1132000000,4098707,5695000000,-0.2936,-0.013,-0.2925,-0.2789,0.5091
Panama,2018,Panama-2018,2487000,7139000000,1395000000,4167860,5744000000,-0.2949,0.0024,-0.2759,-0.2783,0.5148
Panama,2019,Panama-2019,2494000,7052000000,1623000000,4234700,5429000000,-0.2946,-0.0019,-0.2615,-0.2777,0.4781
Panama,2020,Panama-2020,647000,1841000000,601000000,4293261,1240000000,-0.3702,-0.2592,-0.326,-0.2772,-0.0098
Papua New Guinea,2015,Papua New Guinea-2015,199000,7030000.09,135000000,8743246,-127969999.91,-0.3886,-0.3498,-0.3555,-0.24,-0.1691
Papua New Guinea,2016,Papua New Guinea-2016,198000,1600000.02,126599998.47,8961718,-124999998.45,-0.3886,-0.3501,-0.356,-0.2382,-0.1688
Papua New Guinea,2017,Papua New Guinea-2017,182000,15260000.23,168600006.1,9178714,-153340005.87,-0.3893,-0.3494,-0.3533,-0.2364,-0.1721
Papua New Guinea,2018,Papua New Guinea-2018,195000,4230000.02,134000000,9394513,-129769999.98,-0.3887,-0.3499,-0.3555,-0.2346,-0.1694
Paraguay,2015,Paraguay-2015,4102000,348000000,494000000,6159103,-146000000,-0.2287,-0.3329,-0.3328,-0.2616,-0.1712
Paraguay,2016,Paraguay-2016,4318000,356000000,512000000,6249126,-156000000,-0.2199,-0.3326,-0.3317,-0.2609,-0.1724
Paraguay,2017,Paraguay-2017,4744000,399000000,545000000,6338660,-146000000,-0.2024,-0.3304,-0.3296,-0.2601,-0.1712
Paraguay,2018,Paraguay-2018,4183000,393000000,549000000,6427382,-156000000,-0.2254,-0.3307,-0.3293,-0.2594,-0.1724
Paraguay,2019,Paraguay-2019,4368000,409000000,552000000,6515058,-143000000,-0.2178,-0.3299,-0.3291,-0.2587,-0.1709
Paraguay,2020,Paraguay-2020,1077000,104000000,226000000,6603739,-122000000,-0.3526,-0.345,-0.3497,-0.2579,-0.1685
Peru,2015,Peru-2015,4381000,4140000000,2539000000,30457600,1601000000,-0.2173,-0.1457,-0.2037,-0.0584,0.0322
Peru,2016,Peru-2016,4718000,4288000000,2700000000,30866494,1588000000,-0.2035,-0.1384,-0.1936,-0.055,0.0307
Peru,2017,Peru-2017,4992000,4439000000,2893000000,31324637,1546000000,-0.1923,-0.1309,-0.1814,-0.0512,0.0258
Peru,2018,Peru-2018,5384000,4505000000,3353000000,31897584,1152000000,-0.1762,-0.1277,-0.1523,-0.0464,-0.0201
Peru,2019,Peru-2019,5275000,4703000000,3627399902.34,32449303,1075600097.66,-0.1807,-0.1179,-0.135,-0.0418,-0.029
Peru,2020,Peru-2020,1119000,1002000000,938000000,32838579,64000000,-0.3509,-0.3007,-0.3048,-0.0385,-0.1468
Philippines,2015,Philippines-2015,5361000,6414000000,11868000000,105312992,-5454000000,-0.1771,-0.0334,0.3851,0.5677,-0.7895
Philippines,2016,Philippines-2016,5967000,6289000000,11681000000,106735719,-5392000000,-0.1523,-0.0396,0.3733,0.5796,-0.7823
Philippines,2017,Philippines-2017,6621000,8349000000,12442000000,108119693,-4093000000,-0.1255,0.0621,0.4214,0.5911,-0.631
Philippines,2018,Philippines-2018,7168000,9715000000,12474000000,109465287,-2759000000,-0.1031,0.1296,0.4234,0.6024,-0.4756
Philippines,2019,Philippines-2019,8261000,11455000000,12926000000,110804683,-1471000000,-0.0584,0.2155,0.4519,0.6136,-0.3256
Philippines,2020,Philippines-2020,1483000,2769000000,4872000000,112081264,-2103000000,-0.336,-0.2134,-0.0565,0.6243,-0.3992
Poland,2015,Poland-2015,77743000,11164000000,8285000000,37986412,2879000000,2.7877,0.2011,0.159,0.0046,0.1811
Poland,2016,Poland-2016,80476000,11922000000,8509000000,37970087,3413000000,2.8996,0.2386,0.1731,0.0044,0.2433
Poland,2017,Poland-2017,83804000,13925000000,9420000000,37974826,4505000000,3.036,0.3375,0.2306,0.0045,0.3705
Poland,2018,Poland-2018,85946000,15569000000,10367000000,37974750,5202000000,3.1237,0.4187,0.2904,0.0045,0.4517
Poland,2019,Poland-2019,88515000,15712000000,10161000000,37965475,5551000000,3.2289,0.4257,0.2774,0.0044,0.4923
Poland,2020,Poland-2020,83296800,8379000000,5547000000,37899070,2832000000,3.0152,0.0636,-0.0138,0.0038,0.1756
Portugal,2015,Portugal-2015,11723000,16007000000,4576000000,10358076,11431000000,0.0835,0.4403,-0.0751,-0.2265,1.1772
Portugal,2016,Portugal-2016,13359000,17347000000,4707000000,10325452,12640000000,0.1505,0.5065,-0.0669,-0.2268,1.318
Portugal,2017,Portugal-2017,15432000,21586000000,5509000000,10300300,16077000000,0.2354,0.7158,-0.0162,-0.227,1.7184
Portugal,2018,Portugal-2018,16186000,24366000000,6427000000,10283822,17939000000,0.2663,0.8531,0.0417,-0.2271,1.9353
Portugal,2019,Portugal-2019,17283000,24592000000,6823000000,10286263,17769000000,0.3112,0.8642,0.0667,-0.2271,1.9155
Portugal,2020,Portugal-2020,4208000,10522000000,3536000000,10297081,6986000000,-0.2244,0.1694,-0.1408,-0.227,0.6595
Qatar,2015,Qatar-2015,2941000,12131000000,11641000000,2344557,490000000,-0.2763,0.2489,0.3708,-0.2935,-0.0972
Qatar,2016,Qatar-2016,2938000,12593000000,13152000000,2477113,-559000000,-0.2764,0.2717,0.4662,-0.2924,-0.2194
Qatar,2017,Qatar-2017,2256000,15757000000,12284000000,2545820,3473000000,-0.3043,0.4279,0.4114,-0.2919,0.2503
Qatar,2018,Qatar-2018,1819000,15239000000,11754000000,2580734,3485000000,-0.3222,0.4024,0.3779,-0.2916,0.2517
Qatar,2019,Qatar-2019,2136500,15647000000,12528000000,2638657,3119000000,-0.3092,0.4225,0.4268,-0.2911,0.2091
Qatar,2020,Qatar-2020,582000,14318000000,11504000000,2794148,2814000000,-0.3729,0.3569,0.3622,-0.2898,0.1735
Romania,2015,Romania-2015,9331000,2229000000,2526000000,19815616,-297000000,-0.0145,-0.2401,-0.2045,-0.1474,-0.1888
Romania,2016,Romania-2016,10223000,2474000000,2910000000,19702267,-436000000,0.022,-0.228,-0.1803,-0.1484,-0.205
Romania,2017,Romania-2017,10926000,3553000000,4955000000,19588715,-1402000000,0.0508,-0.1747,-0.0512,-0.1493,-0.3175
Romania,2018,Romania-2018,11720000,3879000000,6109000000,19473970,-2230000000,0.0833,-0.1586,0.0216,-0.1503,-0.414
Romania,2019,Romania-2019,12815000,4240000000,7172000000,19371648,-2932000000,0.1282,-0.1408,0.0887,-0.1511,-0.4958
Romania,2020,Romania-2020,5023000,1611000000,3472000000,19265250,-1861000000,-0.191,-0.2706,-0.1448,-0.152,-0.371
Russian Federation,2015,Russian Federation-2015,33729000,13186000000,38432000000,144640716,-25246000000,0.9848,0.301,2.0619,0.8966,-3.0949
Russian Federation,2016,Russian Federation-2016,24571000,12822000000,27654000000,145015460,-14832000000,0.6097,0.283,1.3816,0.8997,-1.8819
Russian Federation,2017,Russian Federation-2017,24390000,14938000000,35584000000,145293260,-20646000000,0.6023,0.3875,1.8821,0.902,-2.5591
Russian Federation,2018,Russian Federation-2018,24551000,18735000000,38791000000,145398106,-20056000000,0.6089,0.575,2.0846,0.9029,-2.4903
Russian Federation,2019,Russian Federation-2019,24419000,17235000000,40611000000,145453291,-23376000000,0.6035,0.5009,2.1994,0.9034,-2.877
Russian Federation,2020,Russian Federation-2020,6359000,4961000000,10800000000,145245148,-5839000000,-0.1363,-0.1052,0.3177,0.9016,-0.8344
Rwanda,2015,Rwanda-2015,1298000,427000000,350000000,11640022,77000000,-0.3436,-0.329,-0.3419,-0.2158,-0.1453
Rwanda,2016,Rwanda-2016,1377000,443000000,364000000,11919183,79000000,-0.3403,-0.3283,-0.341,-0.2135,-0.145
Rwanda,2017,Rwanda-2017,1570000,496500000,419000000,12202060,77500000,-0.3324,-0.3256,-0.3375,-0.2111,-0.1452
Rwanda,2018,Rwanda-2018,1711000,547000000,390000000,12487996,157000000,-0.3266,-0.3231,-0.3394,-0.2087,-0.136
Rwanda,2019,Rwanda-2019,1634000,635900024.41,382799987.79,12776103,253100036.62,-0.3298,-0.3187,-0.3398,-0.2063,-0.1248
Rwanda,2020,Rwanda-2020,1518000,212000000,127000000,13065837,85000000,-0.3346,-0.3397,-0.356,-0.2039,-0.1443
Samoa,2015,Samoa-2015,139000,142399993.9,2900000.1,201782,139499993.8,-0.391,-0.3431,-0.3638,-0.3115,-0.138
Samoa,2016,Samoa-2016,146000,148699996.95,2099999.9,203499,146599997.05,-0.3907,-0.3428,-0.3639,-0.3115,-0.1372
Samoa,2017,Samoa-2017,158000,167000000,3900000.1,205415,163099999.9,-0.3903,-0.3419,-0.3637,-0.3114,-0.1352
Samoa,2018,Samoa-2018,172000,192300003.05,4099999.9,207582,188200003.15,-0.3897,-0.3406,-0.3637,-0.3114,-0.1323
Samoa,2019,Samoa-2019,181000,206100006.1,5199999.81,209780,200900006.29,-0.3893,-0.34,-0.3637,-0.3114,-0.1308
Samoa,2020,Samoa-2020,23900,23059999.47,1799999.95,211944,21259999.52,-0.3957,-0.349,-0.3639,-0.3114,-0.1518
Sao Tome And Principe,2015,Sao Tome And Principe-2015,25600,62500000,0,200291,62500000,-0.3957,-0.347,-0.364,-0.3115,-0.147
Sao Tome And Principe,2016,Sao Tome And Principe-2016,28900,69100000,0,203689,69100000,-0.3955,-0.3467,-0.364,-0.3115,-0.1462
Sao Tome And Principe,2017,Sao Tome And Principe-2017,28900,65900000,0,206970,65900000,-0.3955,-0.3469,-0.364,-0.3114,-0.1466
Sao Tome And Principe,2018,Sao Tome And Principe-2018,33400,71900000,0,210187,71900000,-0.3954,-0.3466,-0.364,-0.3114,-0.1459
Saudi Arabia,2015,Saudi Arabia-2015,21834000,11183000000,20366000000,29816382,-9183000000,0.4976,0.2021,0.9215,-0.0638,-1.2239
Saudi Arabia,2016,Saudi Arabia-2016,20887000,13438000000,17671000000,30954198,-4233000000,0.4588,0.3134,0.7514,-0.0543,-0.6473
Saudi Arabia,2017,Saudi Arabia-2017,18607000,15020000000,19065000000,30977355,-4045000000,0.3654,0.3916,0.8394,-0.0541,-0.6254
Saudi Arabia,2018,Saudi Arabia-2018,17570000,16974000000,17939000000,30196281,-965000000,0.323,0.488,0.7684,-0.0606,-0.2666
Saudi Arabia,2019,Saudi Arabia-2019,20292000,19849000000,16415000000,30063799,3434000000,0.4344,0.63,0.6722,-0.0617,0.2457
Saudi Arabia,2020,Saudi Arabia-2020,19838000,5960000000,9069000000,31552510,-3109000000,0.4159,-0.0558,0.2085,-0.0493,-0.5164
Senegal,2015,Senegal-2015,1014000,417000000,261000000,14593331,156000000,-0.3552,-0.3295,-0.3475,-0.1911,-0.1361
Senegal,2016,Senegal-2016,1219000,439000000,277000000,15034521,162000000,-0.3468,-0.3285,-0.3465,-0.1874,-0.1354
Senegal,2017,Senegal-2017,1376000,470000000,295000000,15475002,175000000,-0.3404,-0.3269,-0.3454,-0.1837,-0.1339
Senegal,2018,Senegal-2018,1203000,557000000,324000000,15914498,233000000,-0.3475,-0.3226,-0.3435,-0.18,-0.1271
Serbia,2015,Serbia-2015,1132000,1322000000,1254000000,7095383,68000000,-0.3504,-0.2849,-0.2848,-0.2538,-0.1463
Serbia,2016,Serbia-2016,1281000,1461000000,1351000000,7058322,110000000,-0.3443,-0.278,-0.2787,-0.2541,-0.1414
Serbia,2017,Serbia-2017,1497000,1706000000,1549000000,7020858,157000000,-0.3354,-0.2659,-0.2662,-0.2544,-0.136
Serbia,2018,Serbia-2018,1711000,1941000000,1837000000,6982604,104000000,-0.3266,-0.2543,-0.248,-0.2548,-0.1421
Serbia,2019,Serbia-2019,1847000,2000000000,2000000000,6945235,0,-0.3211,-0.2514,-0.2377,-0.2551,-0.1542
Serbia,2020,Serbia-2020,446000,1422000000,1179000000,6899126,243000000,-0.3785,-0.2799,-0.2896,-0.2555,-0.1259
Seychelles,2015,Seychelles-2015,296000,483000000,54000000,93419,429000000,-0.3846,-0.3263,-0.3606,-0.3124,-0.1043
Seychelles,2016,Seychelles-2016,333000,505000000,92000000,94677,413000000,-0.3831,-0.3252,-0.3582,-0.3124,-0.1061
Seychelles,2017,Seychelles-2017,382000,585000000,104000000,95843,481000000,-0.3811,-0.3212,-0.3574,-0.3124,-0.0982
Seychelles,2018,Seychelles-2018,405000,611000000,101000000,96762,510000000,-0.3801,-0.32,-0.3576,-0.3123,-0.0948
Seychelles,2019,Seychelles-2019,428000,618000000,109000000,97625,509000000,-0.3792,-0.3196,-0.3571,-0.3123,-0.095
Seychelles,2020,Seychelles-2020,124500,228000000,39000000,98462,189000000,-0.3916,-0.3389,-0.3615,-0.3123,-0.1322
Sierra Leone,2015,Sierra Leone-2015,31000,37000000,34000000,7037655,3000000,-0.3955,-0.3483,-0.3618,-0.2543,-0.1539
Sierra Leone,2016,Sierra Leone-2016,60000,41000000,36500000,7205328,4500000,-0.3943,-0.3481,-0.3617,-0.2529,-0.1537
Sierra Leone,2017,Sierra Leone-2017,59000,39000000,62000000,7379299,-23000000,-0.3943,-0.3482,-0.3601,-0.2514,-0.1569
Sierra Leone,2018,Sierra Leone-2018,66000,39000000,61000000,7554563,-22000000,-0.394,-0.3482,-0.3601,-0.25,-0.1568
Sierra Leone,2019,Sierra Leone-2019,71000,39000000,83000000,7731991,-44000000,-0.3938,-0.3482,-0.3587,-0.2485,-0.1594
Singapore,2015,Singapore-2015,15231500,16617000000,23658000000,5535002,-7041000000,0.2272,0.4704,1.1293,-0.2669,-0.9744
Singapore,2016,Singapore-2016,16403000,18944000000,23957000000,5607283,-5013000000,0.2752,0.5853,1.1482,-0.2663,-0.7381
Singapore,2017,Singapore-2017,17425000,19891000000,24588000000,5612253,-4697000000,0.317,0.6321,1.188,-0.2662,-0.7013
Singapore,2018,Singapore-2018,18508000,20416000000,25346000000,5638676,-4930000000,0.3614,0.658,1.2359,-0.266,-0.7285
Slovak Republic,2015,Slovak Republic-2015,14936000,2480000000,2266000000,5423801,214000000,0.2151,-0.2277,-0.221,-0.2678,-0.1293
Slovak Republic,2016,Slovak Republic-2016,17376000,2812000000,2420000000,5430798,392000000,0.315,-0.2113,-0.2112,-0.2677,-0.1086
Slovak Republic,2017,Slovak Republic-2017,15406000,3024000000,2599000000,5439232,425000000,0.2343,-0.2008,-0.1999,-0.2677,-0.1047
Slovak Republic,2018,Slovak Republic-2018,15299000,3318000000,2823000000,5446771,495000000,0.2299,-0.1863,-0.1858,-0.2676,-0.0966
Slovak Republic,2019,Slovak Republic-2019,15754250,3350000000,2811000000,5454147,539000000,0.2486,-0.1847,-0.1865,-0.2675,-0.0915
Slovak Republic,2020,Slovak Republic-2020,15754250,1303000000,1291000000,5458827,12000000,0.2486,-0.2858,-0.2825,-0.2675,-0.1528
Slovenia,2015,Slovenia-2015,3022000,2594000000,1370000000,2063531,1224000000,-0.2729,-0.222,-0.2775,-0.2959,-0.0117
Slovenia,2016,Slovenia-2016,3397000,2717899902.34,1483800048.83,2065042,1234099853.51,-0.2576,-0.2159,-0.2703,-0.2959,-0.0105
Slovenia,2017,Slovenia-2017,3991000,3055100097.66,1641099975.59,2066388,1414000122.07,-0.2333,-0.1993,-0.2604,-0.2959,0.0105
Slovenia,2018,Slovenia-2018,4425000,3377500000,1864300048.83,2073894,1513199951.17,-0.2155,-0.1834,-0.2463,-0.2958,0.022
Slovenia,2019,Slovenia-2019,4702000,3353100097.66,1771699951.17,2088385,1581400146.49,-0.2041,-0.1846,-0.2522,-0.2957,0.03
Slovenia,2020,Slovenia-2020,1216000,1418000000,855799987.79,2102419,562200012.21,-0.3469,-0.2801,-0.31,-0.2956,-0.0888
Solomon Islands,2015,Solomon Islands-2015,21600,60000000,60700000.76,639415,-700000.76,-0.3958,-0.3472,-0.3602,-0.3078,-0.1543
Solomon Islands,2016,Solomon Islands-2016,23200,71000000,74900001.53,662379,-3900001.53,-0.3958,-0.3466,-0.3593,-0.3076,-0.1547
Solomon Islands,2017,Solomon Islands-2017,25700,79000000,72699996.95,685672,6300003.05,-0.3957,-0.3462,-0.3594,-0.3074,-0.1535
Solomon Islands,2018,Solomon Islands-2018,27900,92000000,53000000,709101,39000000,-0.3956,-0.3456,-0.3606,-0.3072,-0.1497
Solomon Islands,2019,Solomon Islands-2019,28900,82000000,62500000,728147,19500000,-0.3955,-0.3461,-0.36,-0.3071,-0.152
Solomon Islands,2020,Solomon Islands-2020,4400,7000000,30909999.85,744498,-23909999.85,-0.3965,-0.3498,-0.362,-0.3069,-0.157
South Africa,2015,South Africa-2015,13952000,9140000000,5734000000,56723537,3406000000,0.1748,0.1012,-0.002,0.1613,0.2425
South Africa,2016,South Africa-2016,15121000,8807000000,5354000000,57259551,3453000000,0.2226,0.0848,-0.026,0.1658,0.248
South Africa,2017,South Africa-2017,14975000,9706000000,6068000000,57635162,3638000000,0.2167,0.1291,0.019,0.1689,0.2695
South Africa,2018,South Africa-2018,15004000,9789000000,6348000000,58613001,3441000000,0.2178,0.1332,0.0367,0.1771,0.2466
South Africa,2019,South Africa-2019,14797000,9064000000,5866000000,59587885,3198000000,0.2094,0.0974,0.0063,0.1852,0.2183
South Africa,2020,South Africa-2020,3886600.1,2716000000,1594000000,60562381,1122000000,-0.2375,-0.216,-0.2634,0.1934,-0.0236
South Sudan,2015,South Sudan-2015,0,22000000,759000000,11107561,-737000000,-0.3967,-0.349,-0.3161,-0.2203,-0.2401
South Sudan,2016,South Sudan-2016,0,23500000,323000000,10830102,-299500000,-0.3967,-0.349,-0.3436,-0.2226,-0.1891
South Sudan,2017,South Sudan-2017,0,26000000,293000000,10259154,-267000000,-0.3967,-0.3488,-0.3455,-0.2273,-0.1853
South Sudan,2018,South Sudan-2018,0,12000000,513000000,10122977,-501000000,-0.3967,-0.3495,-0.3316,-0.2285,-0.2126
Sri Lanka,2015,Sri Lanka-2015,1993000,3978000000,2152000000,20970000,1826000000,-0.3151,-0.1537,-0.2281,-0.1378,0.0584
Sri Lanka,2016,Sri Lanka-2016,2168000,4591000000,2295000000,21209000,2296000000,-0.3079,-0.1234,-0.2191,-0.1358,0.1132
Sri Lanka,2017,Sri Lanka-2017,2248000,5083000000,2409000000,21444000,2674000000,-0.3046,-0.0991,-0.2119,-0.1338,0.1572
Sri Lanka,2018,Sri Lanka-2018,2521000,5608000000,2487000000,21670000,3121000000,-0.2935,-0.0732,-0.207,-0.1319,0.2093
Sri Lanka,2019,Sri Lanka-2019,2027000,4663000000,2436000000,21803000,2227000000,-0.3137,-0.1199,-0.2102,-0.1308,0.1052
Sri Lanka,2020,Sri Lanka-2020,540000,1076000000,803000000,21919000,273000000,-0.3746,-0.297,-0.3133,-0.1298,-0.1224
St. Kitts And Nevis,2015,St. Kitts And Nevis-2015,1036000,317000000,52000000,47087,265000000,-0.3543,-0.3345,-0.3607,-0.3128,-0.1234
St. Kitts And Nevis,2016,St. Kitts And Nevis-2016,1055000,332000000,51000000,47075,281000000,-0.3535,-0.3337,-0.3608,-0.3128,-0.1215
St. Kitts And Nevis,2017,St. Kitts And Nevis-2017,1194000,355000000,56000000,47050,299000000,-0.3478,-0.3326,-0.3604,-0.3128,-0.1194
St. Kitts And Nevis,2018,St. Kitts And Nevis-2018,1278000,367000000,56000000,47008,311000000,-0.3444,-0.332,-0.3604,-0.3128,-0.118
St. Kitts And Nevis,2019,St. Kitts And Nevis-2019,1107000,342750000,60000000,46952,282750000,-0.3514,-0.3332,-0.3602,-0.3128,-0.1213
St. Kitts And Nevis,2020,St. Kitts And Nevis-2020,301399.99,342750000,18000000,46870,324750000,-0.3844,-0.3332,-0.3628,-0.3128,-0.1164
St. Lucia,2015,St. Lucia-2015,1031000,810000000,76000000,174905,734000000,-0.3545,-0.3101,-0.3592,-0.3117,-0.0687
St. Lucia,2016,St. Lucia-2016,948000,776000000,78000000,175646,698000000,-0.3579,-0.3118,-0.3591,-0.3117,-0.0729
St. Lucia,2017,St. Lucia-2017,1064000,875000000,84000000,176342,791000000,-0.3531,-0.3069,-0.3587,-0.3117,-0.0621
St. Lucia,2018,St. Lucia-2018,1165000,989000000,85000000,177017,904000000,-0.349,-0.3013,-0.3586,-0.3117,-0.0489
St. Lucia,2019,St. Lucia-2019,1220000,862500000,92000000,177661,770500000,-0.3468,-0.3075,-0.3582,-0.3117,-0.0645
St. Lucia,2020,St. Lucia-2020,432500,862500000,28000000,178250,834500000,-0.379,-0.3075,-0.3622,-0.3117,-0.057
St. Vincent And The Grenadines,2015,St. Vincent And The Grenadines-2015,207000,211100006.1,40000000,106960,171100006.1,-0.3882,-0.3397,-0.3615,-0.3123,-0.1343
St. Vincent And The Grenadines,2016,St. Vincent And The Grenadines-2016,227000,221300003.05,41000000,106349,180300003.05,-0.3874,-0.3392,-0.3614,-0.3123,-0.1332
St. Vincent And The Grenadines,2017,St. Vincent And The Grenadines-2017,303000,215399993.9,38000000,105663,177399993.9,-0.3843,-0.3395,-0.3616,-0.3123,-0.1336
St. Vincent And The Grenadines,2018,St. Vincent And The Grenadines-2018,356000,231000000,40000000,104926,191000000,-0.3821,-0.3387,-0.3615,-0.3123,-0.132
St. Vincent And The Grenadines,2019,St. Vincent And The Grenadines-2019,392000,255000000,40000000,104167,215000000,-0.3807,-0.3375,-0.3615,-0.3123,-0.1292
St. Vincent And The Grenadines,2020,St. Vincent And The Grenadines-2020,297000,85000000,13000000,103526,72000000,-0.3846,-0.3459,-0.3632,-0.3123,-0.1459
Sudan,2015,Sudan-2015,741000,949000000,195000000,40024431,754000000,-0.3664,-0.3033,-0.3517,0.0216,-0.0664
Sudan,2016,Sudan-2016,800000,1009000000,203000000,41259892,806000000,-0.364,-0.3003,-0.3512,0.0319,-0.0604
Sudan,2017,Sudan-2017,813000,1029000000,29000000,42714306,1000000000,-0.3634,-0.2993,-0.3622,0.0441,-0.0378
Sudan,2018,Sudan-2018,836000,1043000000,13000000,44230596,1030000000,-0.3625,-0.2986,-0.3632,0.0568,-0.0343
Suriname,2015,Suriname-2015,229000,99000000,128000000,581627,-29000000,-0.3873,-0.3452,-0.3559,-0.3083,-0.1576
Suriname,2016,Suriname-2016,257000,74000000,112000000,587757,-38000000,-0.3862,-0.3465,-0.3569,-0.3082,-0.1587
Suriname,2017,Suriname-2017,279000,61000000,99000000,593713,-38000000,-0.3853,-0.3471,-0.3577,-0.3082,-0.1587
Suriname,2018,Suriname-2018,255000,73000000,104000000,599513,-31000000,-0.3863,-0.3465,-0.3574,-0.3081,-0.1579
Suriname,2019,Suriname-2019,255000,64000000,94000000,605768,-30000000,-0.3863,-0.347,-0.3581,-0.3081,-0.1577
Suriname,2020,Suriname-2020,255000,19000000,64000000,612317,-45000000,-0.3863,-0.3492,-0.3599,-0.308,-0.1595
Switzerland,2015,Switzerland-2015,9305000,20140000000,19675000000,8282396,465000000,-0.0156,0.6444,0.8779,-0.2439,-0.1001
Switzerland,2016,Switzerland-2016,10402000,19787000000,19941000000,8373338,-154000000,0.0293,0.6269,0.8947,-0.2431,-0.1722
Switzerland,2017,Switzerland-2017,11133000,20399000000,21501000000,8451840,-1102000000,0.0593,0.6572,0.9932,-0.2425,-0.2826
Switzerland,2018,Switzerland-2018,11715000,21294000000,21441000000,8514329,-147000000,0.0831,0.7014,0.9894,-0.2419,-0.1714
Switzerland,2019,Switzerland-2019,11818000,21257000000,21097000000,8575280,160000000,0.0873,0.6995,0.9677,-0.2414,-0.1356
Switzerland,2020,Switzerland-2020,10874600,9994000000,10372000000,8638167,-378000000,0.0487,0.1434,0.2907,-0.2409,-0.1983
Tajikistan,2015,Tajikistan-2015,414000,146000000,20620000.27,8643840,125379999.73,-0.3798,-0.3429,-0.3627,-0.2409,-0.1396
Tajikistan,2016,Tajikistan-2016,344000,149600006.1,24600000.38,8865631,125000005.72,-0.3826,-0.3427,-0.3624,-0.239,-0.1397
Tajikistan,2017,Tajikistan-2017,431000,171600006.1,15100000.38,9085946,156500005.72,-0.3791,-0.3417,-0.363,-0.2372,-0.136
Tajikistan,2018,Tajikistan-2018,1035000,170899993.9,24200000.76,9307333,146699993.14,-0.3543,-0.3417,-0.3625,-0.2353,-0.1372
Tajikistan,2019,Tajikistan-2019,556000,179100006.1,28399999.62,9529966,150700006.48,-0.374,-0.3413,-0.3622,-0.2334,-0.1367
Tajikistan,2020,Tajikistan-2020,556000,102400001.53,10800000.19,9749310,91600001.34,-0.374,-0.3451,-0.3633,-0.2316,-0.1436
Tanzania,2015,Tanzania-2015,1137000,1924000000,1288000000,52020962,636000000,-0.3502,-0.2551,-0.2827,0.1219,-0.0802
Tanzania,2016,Tanzania-2016,1284000,2149000000,992000000,53824013,1157000000,-0.3441,-0.244,-0.3014,0.137,-0.0195
Tanzania,2017,Tanzania-2017,1327000,2265000000,873000000,55652890,1392000000,-0.3424,-0.2383,-0.3089,0.1523,0.0079
Tanzania,2018,Tanzania-2018,1506000,2465000000,818000000,57437145,1647000000,-0.335,-0.2284,-0.3124,0.1672,0.0376
Tanzania,2019,Tanzania-2019,1527000,2624500000,738200012.21,59174891,1886299987.79,-0.3342,-0.2205,-0.3174,0.1818,0.0655
Thailand,2015,Thailand-2015,29923000,44851000000,9539000000,70540795,35312000000,0.8289,1.8646,0.2381,0.2768,3.9588
