Country_Name,Year,Index,Arrivals,Receipts,Expenditures,Population,Balance,Arrivals_zscore,Receipts_zscore,Expenditures_zscore,Population_zscore,Balance_zscore
Croatia,2015,Croatia-2015,55858000,8207000000,770000000,4151725,7437000000,1.8913,0.0551,-0.3154,-0.2784,0.712
Croatia,2016,Croatia-2016,57587000,9215000000,954000000,4106867,8261000000,1.9621,0.1049,-0.3038,-0.2788,0.808
Croatia,2017,Croatia-2017,59238000,10534000000,1410000000,4041407,9124000000,2.0297,0.17,-0.275,-0.2794,0.9085
Croatia,2018,Croatia-2018,57668000,11348000000,1741000000,3988775,9607000000,1.9654,0.2102,-0.2541,-0.2798,0.9648
Croatia,2019,Croatia-2019,60021000,11974000000,1811000000,3949390,10163000000,2.0618,0.2411,-0.2497,-0.2801,1.0295
Croatia,2020,Croatia-2020,21608000,5631853027.34,789687194.82,3914206,4842165832.52,0.4884,-0.072,-0.3141,-0.2804,0.4098
Cuba,2015,Cuba-2015,3540000,2819000000,0,11275065,2819000000,-0.2517,-0.2109,-0.364,-0.2189,0.1741
Cuba,2016,Cuba-2016,4009000,3069000000,0,11265612,3069000000,-0.2325,-0.1986,-0.364,-0.2189,0.2032
Cuba,2017,Cuba-2017,4654000,3302000000,0,11247829,3302000000,-0.2061,-0.1871,-0.364,-0.2191,0.2304
Cuba,2018,Cuba-2018,4712000,2783000000,0,11227118,2783000000,-0.2037,-0.2127,-0.364,-0.2193,0.1699
Cuba,2019,Cuba-2019,4276000,2645000000,0,11202846,2645000000,-0.2216,-0.2195,-0.364,-0.2195,0.1538
Cuba,2020,Cuba-2020,1086000,1152000000,0,11176354,1152000000,-0.3522,-0.2932,-0.364,-0.2197,-0.0201
Cyprus,2015,Cyprus-2015,2780000,2525664306.64,1453000000,1219502,1072664306.64,-0.2829,-0.2254,-0.2723,-0.303,-0.0293
Cyprus,2016,Cyprus-2016,3286000,2870000000,1559318481.45,1237112,1310681518.55,-0.2621,-0.2084,-0.2656,-0.3028,-0.0016
Cyprus,2017,Cyprus-2017,3750000,3274000000,1378000000,1254275,1896000000,-0.2431,-0.1885,-0.277,-0.3027,0.0666
Cyprus,2018,Cyprus-2018,4024000,3449000000,1569000000,1270737,1880000000,-0.2319,-0.1798,-0.2649,-0.3025,0.0647
Cyprus,2019,Cyprus-2019,4117000,3245000000,1596000000,1286671,1649000000,-0.2281,-0.1899,-0.2632,-0.3024,0.0378
Cyprus,2020,Cyprus-2020,3591400,663000000,880000000,1302247,-217000000,-0.2496,-0.3174,-0.3084,-0.3023,-0.1795
Czechia,2015,Czechia-2015,29604000,6766000000,4819000000,10546059,1947000000,0.8159,-0.016,-0.0598,-0.2249,0.0725
Czechia,2016,Czechia-2016,32519000,7041000000,4962000000,10566332,2079000000,0.9353,-0.0024,-0.0508,-0.2248,0.0879
Czechia,2017,Czechia-2017,34701000,7695000000,5533000000,10594438,2162000000,1.0247,0.0298,-0.0147,-0.2245,0.0976
Czechia,2018,Czechia-2018,36268000,8283000000,6074000000,10629928,2209000000,1.0888,0.0589,0.0194,-0.2242,0.1031
Czechia,2019,Czechia-2019,37202000,7967000000,6034000000,10671870,1933000000,1.1271,0.0433,0.0169,-0.2239,0.0709
Czechia,2020,Czechia-2020,34058800,3890000000,3495000000,10697858,395000000,0.9984,-0.158,-0.1434,-0.2237,-0.1082
Denmark,2015,Denmark-2015,28209000,6685000000,8918000000,5683483,-2233000000,0.7587,-0.02,0.1989,-0.2656,-0.4143
Denmark,2016,Denmark-2016,28692000,7494000000,9174000000,5728010,-1680000000,0.7785,0.0199,0.2151,-0.2652,-0.3499
Denmark,2017,Denmark-2017,30736000,8508000000,9804000000,5764980,-1296000000,0.8622,0.07,0.2549,-0.2649,-0.3052
Denmark,2018,Denmark-2018,30801000,9097000000,10485000000,5793636,-1388000000,0.8649,0.0991,0.2978,-0.2647,-0.3159
Dominica,2015,Dominica-2015,358000,202000000,34000000,70410,168000000,-0.3821,-0.3402,-0.3618,-0.3126,-0.1347
Dominica,2016,Dominica-2016,356000,198000000,33000000,69606,165000000,-0.3821,-0.3404,-0.3619,-0.3126,-0.135
Dominica,2017,Dominica-2017,230000,161000000,28000000,68496,133000000,-0.3873,-0.3422,-0.3622,-0.3126,-0.1388
Dominica,2018,Dominica-2018,199000,111000000,28000000,68174,83000000,-0.3886,-0.3447,-0.3622,-0.3126,-0.1446
Dominica,2019,Dominica-2019,322000,168000000,31000000,67880,137000000,-0.3835,-0.3418,-0.362,-0.3126,-0.1383
Dominica,2020,Dominica-2020,140000,168000000,9000000,67573,159000000,-0.391,-0.3418,-0.3634,-0.3126,-0.1357
Dominican Republic,2015,Dominican Republic-2015,6129000,6116000000,803000000,10434829,5313000000,-0.1457,-0.0481,-0.3133,-0.2259,0.4646
Dominican Republic,2016,Dominican Republic-2016,6769000,6720000000,882000000,10551430,5838000000,-0.1195,-0.0183,-0.3083,-0.2249,0.5258
Dominican Republic,2017,Dominican Republic-2017,7296000,7184000000,940000000,10666843,6244000000,-0.0979,0.0046,-0.3046,-0.2239,0.573
Dominican Republic,2018,Dominican Republic-2018,7551000,7561000000,1006000000,10782053,6555000000,-0.0874,0.0232,-0.3005,-0.223,0.6093
Dominican Republic,2019,Dominican Republic-2019,7550000,6895250000,1060000000,10894043,5835250000,-0.0875,-0.0096,-0.2971,-0.222,0.5254
Dominican Republic,2020,Dominican Republic-2020,2748000,6895250000,444000000,11008300,6451250000,-0.2842,-0.0096,-0.336,-0.2211,0.5972
Ecuador,2015,Ecuador-2015,1676000,1557000000,994000000,16266225,563000000,-0.3281,-0.2732,-0.3012,-0.1771,-0.0887
Ecuador,2016,Ecuador-2016,1569000,1729000000,1454000000,16505139,275000000,-0.3325,-0.2648,-0.2722,-0.1751,-0.1222
Ecuador,2017,Ecuador-2017,1806000,2018000000,1463000000,16759519,555000000,-0.3228,-0.2505,-0.2716,-0.173,-0.0896
Ecuador,2018,Ecuador-2018,2535000,2279000000,1523000000,17049547,756000000,-0.2929,-0.2376,-0.2678,-0.1706,-0.0662
Ecuador,2019,Ecuador-2019,2108000,2288000000,1650000000,17340021,638000000,-0.3104,-0.2372,-0.2598,-0.1681,-0.0799
Ecuador,2020,Ecuador-2020,1938800,705000000,533000000,17546065,172000000,-0.3173,-0.3153,-0.3303,-0.1664,-0.1342
"Egypt, Arab Rep.",2015,"Egypt, Arab Rep.-2015",9328000,6897000000,3636000000,99597342,3261000000,-0.0146,-0.0096,-0.1345,0.5199,0.2256
"Egypt, Arab Rep.",2016,"Egypt, Arab Rep.-2016",5399000,3306000000,4351000000,101644589,-1045000000,-0.1756,-0.1869,-0.0893,0.537,-0.276
"Egypt, Arab Rep.",2017,"Egypt, Arab Rep.-2017",8292000,8636000000,2419000000,103696057,6217000000,-0.0571,0.0763,-0.2113,0.5541,0.5699
"Egypt, Arab Rep.",2018,"Egypt, Arab Rep.-2018",11346000,12704000000,2897000000,105682094,9807000000,0.068,0.2772,-0.1811,0.5707,0.9881
"Egypt, Arab Rep.",2019,"Egypt, Arab Rep.-2019",13026000,14256000000,3718000000,107553158,10538000000,0.1368,0.3538,-0.1293,0.5864,1.0732
"Egypt, Arab Rep.",2020,"Egypt, Arab Rep.-2020",9478200,4874000000,2578000000,109315124,2296000000,-0.0085,-0.1095,-0.2013,0.6011,0.1132
El Salvador,2015,El Salvador-2015,1973000,1203000000,332000000,6183676,871000000,-0.3159,-0.2907,-0.343,-0.2614,-0.0528
El Salvador,2016,El Salvador-2016,2052000,1161000000,451000000,6200800,710000000,-0.3127,-0.2928,-0.3355,-0.2613,-0.0715
El Salvador,2017,El Salvador-2017,2247000,1227000000,466000000,6213533,761000000,-0.3047,-0.2895,-0.3346,-0.2612,-0.0656
El Salvador,2018,El Salvador-2018,2536000,1370000000,490000000,6219807,880000000,-0.2929,-0.2825,-0.3331,-0.2611,-0.0517
El Salvador,2019,El Salvador-2019,2639000,1664000000,504000000,6222318,1160000000,-0.2886,-0.268,-0.3322,-0.2611,-0.0191
El Salvador,2020,El Salvador-2020,707000,755000000,162000000,6234673,593000000,-0.3678,-0.3129,-0.3538,-0.261,-0.0852
Estonia,2015,Estonia-2015,5696000,1893000000,1169000000,1315407,724000000,-0.1634,-0.2567,-0.2902,-0.3022,-0.0699
Estonia,2016,Estonia-2016,5942000,1911000000,1299000000,1315790,612000000,-0.1533,-0.2558,-0.282,-0.3021,-0.083
Estonia,2017,Estonia-2017,6145000,2124000000,1395000000,1317384,729000000,-0.145,-0.2452,-0.2759,-0.3021,-0.0693
Estonia,2018,Estonia-2018,6033000,2326000000,1647000000,1321977,679000000,-0.1496,-0.2353,-0.26,-0.3021,-0.0752
Estonia,2019,Estonia-2019,6103000,2310000000,1808000000,1326898,502000000,-0.1467,-0.2361,-0.2499,-0.3021,-0.0958
Estonia,2020,Estonia-2020,1695000,865000000,676000000,1329522,189000000,-0.3273,-0.3074,-0.3213,-0.302,-0.1322
Eswatini,2015,Eswatini-2015,1256000,14199999.81,64000000,1142813,-49800000.19,-0.3453,-0.3494,-0.3599,-0.3036,-0.16
Eswatini,2016,Eswatini-2016,1279000,13199999.81,33000000,1149507,-19800000.19,-0.3443,-0.3495,-0.3619,-0.3035,-0.1565
Eswatini,2017,Eswatini-2017,1343000,13199999.81,74000000,1158195,-60800000.19,-0.3417,-0.3495,-0.3593,-0.3035,-0.1613
Eswatini,2018,Eswatini-2018,1277000,16399999.62,43000000,1168929,-26600000.38,-0.3444,-0.3493,-0.3613,-0.3034,-0.1573
Eswatini,2019,Eswatini-2019,1226000,14300000.19,33000000,1179874,-18699999.81,-0.3465,-0.3494,-0.3619,-0.3033,-0.1564
Eswatini,2020,Eswatini-2020,345299.99,7300000.19,36400001.53,1192729,-29100001.34,-0.3826,-0.3498,-0.3617,-0.3032,-0.1576
Ethiopia,2015,Ethiopia-2015,864000,2279000000,484140002.44,103867135,1794859997.56,-0.3613,-0.2376,-0.3334,0.5556,0.0548
Ethiopia,2016,Ethiopia-2016,871000,2138000000,461000000,106718162,1677000000,-0.3611,-0.2446,-0.3349,0.5794,0.0411
Ethiopia,2017,Ethiopia-2017,933000,2505000000,363500000,109666481,2141500000,-0.3585,-0.2264,-0.341,0.6041,0.0952
Ethiopia,2018,Ethiopia-2018,849000,3548000000,612700012.21,112664152,2935299987.79,-0.362,-0.1749,-0.3253,0.6291,0.1877
Ethiopia,2019,Ethiopia-2019,812000,3529000000,661000000,115737383,2868000000,-0.3635,-0.1759,-0.3223,0.6548,0.1798
Ethiopia,2020,Ethiopia-2020,518000,2282000000,322500000,118917671,1959500000,-0.3755,-0.2374,-0.3436,0.6814,0.074
Fiji,2015,Fiji-2015,869000,1094000000,115000000,918578,979000000,-0.3611,-0.2961,-0.3567,-0.3055,-0.0402
Fiji,2016,Fiji-2016,963000,1149000000,119000000,919166,1030000000,-0.3573,-0.2934,-0.3565,-0.3055,-0.0343
Fiji,2017,Fiji-2017,1027000,1243000000,138000000,918759,1105000000,-0.3547,-0.2888,-0.3553,-0.3055,-0.0255
Fiji,2018,Fiji-2018,1058000,1370000000,160000000,917180,1210000000,-0.3534,-0.2825,-0.3539,-0.3055,-0.0133
Fiji,2019,Fiji-2019,969000,1345000000,174000000,914899,1171000000,-0.357,-0.2837,-0.353,-0.3055,-0.0178
Fiji,2020,Fiji-2020,168000,236000000,77000000,914963,159000000,-0.3898,-0.3385,-0.3591,-0.3055,-0.1357
Finland,2015,Finland-2015,2622000,4011000000,5786000000,5479531,-1775000000,-0.2893,-0.1521,0.0012,-0.2673,-0.361
Finland,2016,Finland-2016,2789000,4017000000,6199000000,5495303,-2182000000,-0.2825,-0.1518,0.0273,-0.2672,-0.4084
Finland,2017,Finland-2017,3180000,5210000000,6740000000,5508214,-1530000000,-0.2665,-0.0929,0.0615,-0.2671,-0.3325
Finland,2018,Finland-2018,3224000,5762000000,7223000000,5515525,-1461000000,-0.2647,-0.0656,0.0919,-0.267,-0.3244
Finland,2019,Finland-2019,3290000,5944000000,6841000000,5521606,-897000000,-0.262,-0.0566,0.0678,-0.267,-0.2587
Finland,2020,Finland-2020,896000,1757000000,1940000000,5529543,-183000000,-0.36,-0.2634,-0.2415,-0.2669,-0.1756
France,2015,France-2015,203302000,66441000000,47713000000,66548272,18728000000,7.9307,2.9307,2.6477,0.2434,2.0272
France,2016,France-2016,203042000,63557000000,49029000000,66724104,14528000000,7.9201,2.7883,2.7308,0.2449,1.538
France,2017,France-2017,207274000,67717000000,53787000000,66918020,13930000000,8.0934,2.9937,3.0311,0.2465,1.4683
France,2018,France-2018,211998000,72518000000,59131000000,67158348,13387000000,8.2869,3.2308,3.3685,0.2485,1.4051
France,2019,France-2019,217877000,70776000000,59751000000,67382061,11025000000,8.5277,3.1448,3.4076,0.2504,1.1299
France,2020,France-2020,117109000,35958000000,31193000000,67601110,4765000000,4.4002,1.4255,1.605,0.2522,0.4008
"Gambia, The",2015,"Gambia, The-2015",449000,92000000,5400000.1,2224529,86599999.9,-0.3783,-0.3456,-0.3636,-0.2945,-0.1442
"Gambia, The",2016,"Gambia, The-2016",450000,88000000,7199999.81,2283769,80800000.19,-0.3783,-0.3458,-0.3635,-0.2941,-0.1448
"Gambia, The",2017,"Gambia, The-2017",522000,128000000,8500000,2342189,119500000,-0.3753,-0.3438,-0.3634,-0.2936,-0.1403
"Gambia, The",2018,"Gambia, The-2018",552000,174000000,10399999.62,2399632,163600000.38,-0.3741,-0.3415,-0.3633,-0.2931,-0.1352
"Gambia, The",2019,"Gambia, The-2019",620000,157000000,10000000,2456844,147000000,-0.3713,-0.3424,-0.3634,-0.2926,-0.1371
"Gambia, The",2020,"Gambia, The-2020",246000,53000000,5199999.81,2515733,47800000.19,-0.3867,-0.3475,-0.3637,-0.2921,-0.1487
Georgia,2015,Georgia-2015,5256000,2049000000,609000000,3725276,1440000000,-0.1814,-0.249,-0.3255,-0.282,0.0135
Georgia,2016,Georgia-2016,5393000,2315000000,706000000,3727505,1609000000,-0.1758,-0.2358,-0.3194,-0.282,0.0332
Georgia,2017,Georgia-2017,6483000,2971000000,853000000,3728004,2118000000,-0.1312,-0.2034,-0.3101,-0.282,0.0925
Georgia,2018,Georgia-2018,7203000,3518000000,960000000,3726549,2558000000,-0.1017,-0.1764,-0.3034,-0.282,0.1437
Georgia,2019,Georgia-2019,7726000,3551000000,1124000000,3720161,2427000000,-0.0803,-0.1748,-0.293,-0.282,0.1285
Georgia,2020,Georgia-2020,1513000,586000000,292000000,3722716,294000000,-0.3348,-0.3212,-0.3456,-0.282,-0.12
Germany,2015,Germany-2015,34970000,50669000000,85334000000,81686611,-34665000000,1.0357,2.1519,5.0224,0.3701,-4.192
Germany,2016,Germany-2016,35555000,52234000000,87412000000,82348669,-35178000000,1.0596,2.2292,5.1536,0.3756,-4.2517
Germany,2017,Germany-2017,37452000,55750000000,97163000000,82657002,-41413000000,1.1373,2.4028,5.7691,0.3782,-4.978
Germany,2018,Germany-2018,38881000,59446000000,103502000000,82905782,-44056000000,1.1959,2.5853,6.1692,0.3803,-5.2858
Germany,2019,Germany-2019,39563000,58372000000,101231000000,83092962,-42859000000,1.2238,2.5323,6.0259,0.3818,-5.1464
Ghana,2015,Ghana-2015,897000,911000000,1405000000,28696068,-494000000,-0.36,-0.3051,-0.2753,-0.0731,-0.2118
Ghana,2016,Ghana-2016,897000,952000000,1571000000,29356742,-619000000,-0.36,-0.3031,-0.2648,-0.0676,-0.2263
Ghana,2017,Ghana-2017,897000,919000000,1581000000,30008354,-662000000,-0.36,-0.3048,-0.2642,-0.0622,-0.2314
Ghana,2018,Ghana-2018,897000,996000000,1329000000,30637585,-333000000,-0.36,-0.301,-0.2801,-0.0569,-0.193
Ghana,2019,Ghana-2019,897000,1490000000,1380000000,31258945,110000000,-0.36,-0.2766,-0.2769,-0.0517,-0.1414
Ghana,2020,Ghana-2020,897000,191000000,946000000,31887809,-755000000,-0.36,-0.3407,-0.3043,-0.0465,-0.2422
Greece,2015,Greece-2015,26114000,17547000000,3535000000,10820883,14012000000,0.6729,0.5163,-0.1408,-0.2227,1.4779
Greece,2016,Greece-2016,28071000,16811000000,3412000000,10775971,13399000000,0.7531,0.48,-0.1486,-0.223,1.4065
Greece,2017,Greece-2017,30161000,19139000000,3306000000,10754679,15833000000,0.8387,0.5949,-0.1553,-0.2232,1.69
Greece,2018,Greece-2018,33072000,21594000000,3910000000,10732882,17684000000,0.9579,0.7162,-0.1172,-0.2234,1.9056
Greece,2019,Greece-2019,34005000,23003000000,4211000000,10721582,18792000000,0.9961,0.7857,-0.0982,-0.2235,2.0346
Greece,2020,Greece-2020,7406000,6193000000,1500000000,10698599,4693000000,-0.0934,-0.0443,-0.2693,-0.2237,0.3924
Grenada,2015,Grenada-2015,437000,422000000,40000000,114676,382000000,-0.3788,-0.3293,-0.3615,-0.3122,-0.1097
Grenada,2016,Grenada-2016,474000,437000000,40000000,115130,397000000,-0.3773,-0.3286,-0.3615,-0.3122,-0.108
Grenada,2017,Grenada-2017,468000,482000000,38000000,115438,444000000,-0.3776,-0.3263,-0.3616,-0.3122,-0.1025
Grenada,2018,Grenada-2018,529000,548000000,42000000,115691,506000000,-0.3751,-0.3231,-0.3613,-0.3122,-0.0953
Grenada,2019,Grenada-2019,526000,472250000,48000000,115981,424250000,-0.3752,-0.3268,-0.361,-0.3122,-0.1048
Grenada,2020,Grenada-2020,217000,472250000,12000000,116341,460250000,-0.3878,-0.3268,-0.3632,-0.3122,-0.1006
Guatemala,2015,Guatemala-2015,1865000,1169500000,1020000000,15971743,149500000,-0.3203,-0.2924,-0.2996,-0.1796,-0.1368
Guatemala,2016,Guatemala-2016,1906000,1202699951.17,1032000000,16268760,170699951.17,-0.3187,-0.2907,-0.2988,-0.1771,-0.1344
Guatemala,2017,Guatemala-2017,2120000,1217599975.59,1066000000,16567357,151599975.59,-0.3099,-0.29,-0.2967,-0.1746,-0.1366
Guatemala,2018,Guatemala-2018,2406000,1235099975.59,1105000000,16845685,130099975.59,-0.2982,-0.2891,-0.2942,-0.1723,-0.1391
Guatemala,2019,Guatemala-2019,2560000,1227199951.17,1128000000,17103803,99199951.17,-0.2919,-0.2895,-0.2928,-0.1701,-0.1427
Guatemala,2020,Guatemala-2020,594000,298500000,346000000,17357325,-47500000,-0.3724,-0.3354,-0.3421,-0.168,-0.1598
Guinea,2015,Guinea-2015,35000,27000000,38000000,11767070,-11000000,-0.3953,-0.3488,-0.3616,-0.2147,-0.1555
Guinea,2016,Guinea-2016,63000,16600000.38,16299999.24,12073030,300001.14,-0.3941,-0.3493,-0.363,-0.2122,-0.1542
Guinea,2017,Guinea-2017,99000,16600000.38,102400001.53,12385659,-85800001.15,-0.3927,-0.3493,-0.3575,-0.2096,-0.1642
Guinea,2018,Guinea-2018,65666.67,4699999.81,411700012.21,12704774,-407000012.4,-0.394,-0.3499,-0.338,-0.2069,-0.2016
Guinea,2019,Guinea-2019,65666.67,10399999.62,419500000,13034346,-409100000.38,-0.394,-0.3496,-0.3375,-0.2041,-0.2019
Guinea,2020,Guinea-2020,65666.67,1289999.96,1075099975.59,13371183,-1073809975.63,-0.394,-0.3501,-0.2961,-0.2013,-0.2793
Guinea-Bissau,2017,Guinea-Bissau-2017,49500,16440000.53,81750000,1877072,-65309999.47,-0.3947,-0.3493,-0.3588,-0.2975,-0.1618
Guinea-Bissau,2018,Guinea-Bissau-2018,55000,20000000,74599998.47,1922168,-54599998.47,-0.3945,-0.3491,-0.3593,-0.2971,-0.1606
Guinea-Bissau,2019,Guinea-Bissau-2019,52400,18920000.08,88900001.53,1967696,-69980001.45,-0.3946,-0.3492,-0.3584,-0.2967,-0.1624
Haiti,2015,Haiti-2015,1190000,609000000,503000000,10523242,106000000,-0.348,-0.3201,-0.3322,-0.2251,-0.1419
Haiti,2016,Haiti-2016,1153000,511000000,503000000,10671457,8000000,-0.3495,-0.3249,-0.3322,-0.2239,-0.1533
Haiti,2017,Haiti-2017,1262000,460000000,485000000,10817754,-25000000,-0.345,-0.3274,-0.3334,-0.2227,-0.1572
Haiti,2018,Haiti-2018,1333000,620000000,599000000,10962362,21000000,-0.3421,-0.3195,-0.3262,-0.2215,-0.1518
Haiti,2019,Haiti-2019,938000,550000000,554000000,11105163,-4000000,-0.3583,-0.323,-0.329,-0.2203,-0.1547
Honduras,2015,Honduras-2015,2093000,671000000,454000000,9237305,217000000,-0.311,-0.317,-0.3353,-0.2359,-0.129
Honduras,2016,Honduras-2016,2228000,585000000,482000000,9412380,103000000,-0.3055,-0.3212,-0.3336,-0.2344,-0.1422
Honduras,2017,Honduras-2017,2144000,610000000,517000000,9588137,93000000,-0.3089,-0.32,-0.3313,-0.233,-0.1434
Honduras,2018,Honduras-2018,2323000,601000000,558000000,9765210,43000000,-0.3016,-0.3205,-0.3288,-0.2315,-0.1492
Honduras,2019,Honduras-2019,2315000,556000000,655000000,9943633,-99000000,-0.3019,-0.3227,-0.3226,-0.23,-0.1658
Honduras,2020,Honduras-2020,669000,189000000,230000000,10119640,-41000000,-0.3693,-0.3408,-0.3495,-0.2285,-0.159
Hungary,2015,Hungary-2015,48345000,6929000000,2456000000,9843028,4473000000,1.5835,-0.008,-0.209,-0.2308,0.3668
Hungary,2016,Hungary-2016,52890000,7481000000,2738000000,9814023,4743000000,1.7697,0.0193,-0.1912,-0.2311,0.3982
Hungary,2017,Hungary-2017,54962000,8448000000,3049000000,9787966,5399000000,1.8546,0.067,-0.1715,-0.2313,0.4746
Hungary,2018,Hungary-2018,57667000,9618000000,3239000000,9775564,6379000000,1.9654,0.1248,-0.1595,-0.2314,0.5888
Hungary,2019,Hungary-2019,61397000,10225000000,3352000000,9771141,6873000000,2.1181,0.1548,-0.1524,-0.2314,0.6463
Hungary,2020,Hungary-2020,31641000,4224000000,1334000000,9750149,2890000000,0.8993,-0.1416,-0.2798,-0.2316,0.1824
India,2015,India-2015,13284000,21472000000,17686000000,1328024498,3786000000,0.1474,0.7101,0.7524,10.7941,0.2867
India,2016,India-2016,14570000,23111000000,19184000000,1343944296,3927000000,0.2001,0.7911,0.8469,10.9273,0.3032
India,2017,India-2017,15543000,27878000000,21856000000,1359657400,6022000000,0.2399,1.0265,1.0156,11.0587,0.5472
India,2018,India-2018,17423000,29143000000,25790000000,1374659064,3353000000,0.3169,1.0889,1.2639,11.1842,0.2363
India,2019,India-2019,17914000,31661000000,28595000000,1389030312,3066000000,0.337,1.2133,1.441,11.3044,0.2029
India,2020,India-2020,15746800,13413000000,15777000000,1402617695,-2364000000,0.2483,0.3122,0.6319,11.418,-0.4296
Indonesia,2015,Indonesia-2015,10407000,12054000000,9800000000,261799249,2254000000,0.0296,0.2451,0.2546,1.8765,0.1083
Indonesia,2016,Indonesia-2016,11519000,12566000000,9932000000,264627418,2634000000,0.0751,0.2704,0.2629,1.9001,0.1526
Indonesia,2017,Indonesia-2017,14040000,14691000000,10945000000,267346658,3746000000,0.1784,0.3753,0.3269,1.9229,0.2821
Indonesia,2018,Indonesia-2018,15810000,17915000000,13171000000,269951846,4744000000,0.2509,0.5345,0.4674,1.9447,0.3983
Indonesia,2019,Indonesia-2019,16107000,18405000000,14449000000,272489381,3956000000,0.263,0.5587,0.5481,1.9659,0.3065
Indonesia,2020,Indonesia-2020,4053000,3533000000,1980000000,274814866,1553000000,-0.2307,-0.1757,-0.239,1.9853,0.0266
"Iran, Islamic Rep.",2015,"Iran, Islamic Rep.-2015",5237000,4771000000,9658000000,82619362,-4887000000,-0.1822,-0.1145,0.2456,0.3779,-0.7235
"Iran, Islamic Rep.",2016,"Iran, Islamic Rep.-2016",4942000,4634000000,11142000000,83812228,-6508000000,-0.1943,-0.1213,0.3393,0.3878,-0.9123
"Iran, Islamic Rep.",2017,"Iran, Islamic Rep.-2017",4867000,4531000000,12568000000,85026754,-8037000000,-0.1974,-0.1264,0.4293,0.398,-1.0904
"Iran, Islamic Rep.",2018,"Iran, Islamic Rep.-2018",7295000,5252000000,9271000000,86117998,-4019000000,-0.0979,-0.0908,0.2212,0.4071,-0.6224
Iraq,2015,Iraq-2015,0,2833000000,7934000000,37560535,-5101000000,-0.3967,-0.2102,0.1368,0.001,-0.7484
Iraq,2016,Iraq-2016,0,3120000000,7647000000,38469627,-4527000000,-0.3967,-0.1961,0.1187,0.0086,-0.6815
Iraq,2017,Iraq-2017,0,2959000000,8093000000,39337353,-5134000000,-0.3967,-0.204,0.1469,0.0159,-0.7522
Iraq,2018,Iraq-2018,0,1986000000,7855000000,40265624,-5869000000,-0.3967,-0.2521,0.1318,0.0236,-0.8379
Iraq,2019,Iraq-2019,0,3593000000,10925000000,41192171,-7332000000,-0.3967,-0.1727,0.3256,0.0314,-1.0083
Iraq,2020,Iraq-2020,0,955000000,4172000000,42116605,-3217000000,-0.3967,-0.303,-0.1006,0.0391,-0.529
Ireland,2015,Ireland-2015,9528000,11476000000,5704000000,4701957,5772000000,-0.0065,0.2165,-0.0039,-0.2738,0.5181
Ireland,2016,Ireland-2016,10100000,12649000000,6234000000,4755335,6415000000,0.017,0.2745,0.0295,-0.2734,0.593
Ireland,2017,Ireland-2017,10338000,14294000000,6616000000,4807388,7678000000,0.0267,0.3557,0.0536,-0.2729,0.7401
Ireland,2018,Ireland-2018,10926000,15276000000,7541000000,4867316,7735000000,0.0508,0.4042,0.112,-0.2724,0.7467
Ireland,2019,Ireland-2019,10951000,14808000000,8156000000,4934340,6652000000,0.0518,0.3811,0.1508,-0.2719,0.6206
Ireland,2020,Ireland-2020,10368600,4160000000,2334000000,4985382,1826000000,0.028,-0.1447,-0.2167,-0.2715,0.0584
Israel,2015,Israel-2015,3109000,6605000000,7506000000,8380100,-901000000,-0.2694,-0.024,0.1098,-0.2431,-0.2592
Israel,2016,Israel-2016,3070000,6616000000,8210000000,8546000,-1594000000,-0.271,-0.0234,0.1542,-0.2417,-0.3399
Israel,2017,Israel-2017,3863000,7602000000,8985000000,8713300,-1383000000,-0.2385,0.0253,0.2032,-0.2403,-0.3153
Israel,2018,Israel-2018,4389000,8048000000,9975000000,8882800,-1927000000,-0.217,0.0473,0.2657,-0.2389,-0.3787
Israel,2019,Israel-2019,4905000,8459000000,10389000000,9054000,-1930000000,-0.1958,0.0676,0.2918,-0.2374,-0.379
Israel,2020,Israel-2020,3867200,2661000000,2175000000,9215100,486000000,-0.2383,-0.2187,-0.2267,-0.2361,-0.0976
Italy,2015,Italy-2015,81068000,41415000000,30312000000,60730582,11103000000,2.9239,1.6949,1.5494,0.1948,1.139
Italy,2016,Italy-2016,84925000,42423000000,30584000000,60627498,11839000000,3.0819,1.7447,1.5665,0.1939,1.2247
Italy,2017,Italy-2017,89931000,46719000000,34819000000,60536709,11900000000,3.2869,1.9568,1.8338,0.1932,1.2319
Italy,2018,Italy-2018,93228601.56,51602000000,37644000000,60421760,13958000000,3.422,2.198,2.0122,0.1922,1.4716
Italy,2019,Italy-2019,95399000,51910000000,37908000000,59729081,14002000000,3.5109,2.2132,2.0288,0.1864,1.4767
Italy,2020,Italy-2020,38419000,20459000000,12965000000,59438851,7494000000,1.1769,0.6601,0.4544,0.184,0.7186
Jamaica,2015,Jamaica-2015,3692000,0,413000000,2802534,-413000000,-0.2455,-0.3501,-0.3379,-0.2897,-0.2023
Jamaica,2016,Jamaica-2016,3837000,0,413000000,2809915,-413000000,-0.2396,-0.3501,-0.3379,-0.2897,-0.2023
Jamaica,2017,Jamaica-2017,4276000,0,455000000,2815764,-455000000,-0.2216,-0.3501,-0.3353,-0.2896,-0.2072
Jamaica,2018,Jamaica-2018,4319000,0,505000000,2820097,-505000000,-0.2198,-0.3501,-0.3321,-0.2896,-0.2131
Jamaica,2019,Jamaica-2019,4233000,0,508000000,2823271,-508000000,-0.2233,-0.3501,-0.3319,-0.2895,-0.2134
